100 967200 388200
1100 5120100 4520300
2100 6566000 3800600
3100 7044100 9151700
4100 10273600 10035200
5100 14873000 14493800
6100 18957900 21029600
7100 28849300 17952800
8100 32968800 21090400
9100 40933700 28041700
