100 432700 65600
1100 2342400 1996600
2100 13243500 7226500
3100 1938800 10069500
4100 2916700 14628200
5100 1514200 41076300
6100 3027700 23035700
7100 2897400 27179300
8100 3677100 43070200
9100 7070200 41036100
